player_name,team_name,player_season_minutes,season_year,season_age,season_team,season_division,season_div_level,season_minutes,current_season_minutes
Ben White,Arsenal,,2016,18,Brighton,Championship,2,0,1150.0
Ben White,Arsenal,,2017,19,Newport County,League Two,4,3748,1150.0
Ben White,Arsenal,,2018,20,Brighton,Premier League,1,0,1150.0
Ben White,Arsenal,,2018,20,P'borough Utd,League One,3,1263,1150.0
Ben White,Arsenal,,2019,21,Leeds United,Championship,2,4140,1150.0
Ben White,Arsenal,,2020,22,Brighton,Premier League,1,3191,1150.0
Ben White,Arsenal,,2021,23,Arsenal,Premier League,1,2880,1150.0
Ben White,Arsenal,,2022,24,Arsenal,Premier League,1,1150,1150.0
Martin Ødegaard,Arsenal,,2014,15,Strømsgodset,Tippeligaen,1,1452,1074.0
Martin Ødegaard,Arsenal,,2014,15,Real Madrid,La Liga,1,34,1074.0
Martin Ødegaard,Arsenal,,2015,16,Real Madrid,La Liga,1,0,1074.0
Martin Ødegaard,Arsenal,,2016,17,Heerenveen,Eredivisie,1,680,1074.0
Martin Ødegaard,Arsenal,,2017,18,Heerenveen,Eredivisie,1,2073,1074.0
Martin Ødegaard,Arsenal,,2018,19,Vitesse,Eredivisie,1,2611,1074.0
Martin Ødegaard,Arsenal,,2019,20,Real Sociedad,La Liga,1,2527,1074.0
Martin Ødegaard,Arsenal,,2020,21,Real Madrid,La Liga,1,234,1074.0
Martin Ødegaard,Arsenal,,2020,21,Arsenal,Premier League,1,866,1074.0
Martin Ødegaard,Arsenal,,2021,22,Arsenal,Premier League,1,2785,1074.0
Martin Ødegaard,Arsenal,,2022,23,Arsenal,Premier League,1,1074,1074.0
Thomas Partey,Arsenal,,2013,20,Mallorca,Segunda División,2,2968,959.0
Thomas Partey,Arsenal,,2014,21,Almería,La Liga,1,2361,959.0
Thomas Partey,Arsenal,,2015,22,Atlético Madrid,La Liga,1,441,959.0
Thomas Partey,Arsenal,,2016,23,Atlético Madrid,La Liga,1,636,959.0
Thomas Partey,Arsenal,,2017,24,Atlético Madrid,La Liga,1,2377,959.0
Thomas Partey,Arsenal,,2018,25,Atlético Madrid,La Liga,1,2070,959.0
Thomas Partey,Arsenal,,2019,26,Atlético Madrid,La Liga,1,2549,959.0
Thomas Partey,Arsenal,,2020,27,Atlético Madrid,La Liga,1,200,959.0
Thomas Partey,Arsenal,,2020,27,Arsenal,Premier League,1,1534,959.0
Thomas Partey,Arsenal,,2021,28,Arsenal,Premier League,1,2028,959.0
Thomas Partey,Arsenal,,2022,29,Arsenal,Premier League,1,959,959.0
Oleksandr Zinchenko,Arsenal,,2014,17,Ufa,Premier League,1,237,559.0
Oleksandr Zinchenko,Arsenal,,2015,18,Ufa,Premier League,1,1700,559.0
Oleksandr Zinchenko,Arsenal,,2016,19,Jong PSV,Eerste Divisie,2,609,559.0
Oleksandr Zinchenko,Arsenal,,2016,19,PSV Eindhoven,Eredivisie,1,499,559.0
Oleksandr Zinchenko,Arsenal,,2017,20,Manchester City,Premier League,1,532,559.0
Oleksandr Zinchenko,Arsenal,,2018,21,Manchester City,Premier League,1,1151,559.0
Oleksandr Zinchenko,Arsenal,,2019,22,Manchester City,Premier League,1,1276,559.0
Oleksandr Zinchenko,Arsenal,,2020,23,Manchester City,Premier League,1,1478,559.0
Oleksandr Zinchenko,Arsenal,,2021,24,Manchester City,Premier League,1,1047,559.0
Oleksandr Zinchenko,Arsenal,,2022,25,Arsenal,Premier League,1,559,559.0
Takehiro Tomiyasu,Arsenal,,2016,17,Avispa Fukuoka,J1 League,1,790,45.0
Takehiro Tomiyasu,Arsenal,,2017,18,Avispa Fukuoka,J2 League,2,3150,45.0
Takehiro Tomiyasu,Arsenal,,2017,18,Sint-Truiden,First Division A,1,1,45.0
Takehiro Tomiyasu,Arsenal,,2018,19,Sint-Truiden,First Division A,1,2430,45.0
Takehiro Tomiyasu,Arsenal,,2019,20,Bologna,Serie A,1,2528,45.0
Takehiro Tomiyasu,Arsenal,,2020,21,Bologna,Serie A,1,2715,45.0
Takehiro Tomiyasu,Arsenal,,2021,22,Bologna,Serie A,1,10,45.0
Takehiro Tomiyasu,Arsenal,,2021,22,Arsenal,Premier League,1,1679,45.0
Takehiro Tomiyasu,Arsenal,,2022,23,Arsenal,Premier League,1,410,45.0
Kieran Tierney,Arsenal,,2014,17,Celtic,Premiership,1,78,354.0
Kieran Tierney,Arsenal,,2015,18,Celtic,Premiership,1,1928,354.0
Kieran Tierney,Arsenal,,2016,19,Celtic,Premiership,1,2160,354.0
Kieran Tierney,Arsenal,,2017,20,Celtic,Premiership,1,2631,354.0
Kieran Tierney,Arsenal,,2018,21,Celtic,Premiership,1,1742,354.0
Kieran Tierney,Arsenal,,2019,22,Arsenal,Premier League,1,989,354.0
Kieran Tierney,Arsenal,,2020,23,Arsenal,Premier League,1,2299,354.0
Kieran Tierney,Arsenal,,2021,24,Arsenal,Premier League,1,1915,354.0
Kieran Tierney,Arsenal,,2022,25,Arsenal,Premier League,1,354,354.0
Albert Sambi Lokonga,Arsenal,,2017,17,Anderlecht,First Division A,1,350,198.0
Albert Sambi Lokonga,Arsenal,,2018,18,Anderlecht,First Division A,1,445,198.0
Albert Sambi Lokonga,Arsenal,,2019,19,Anderlecht,First Division A,1,1994,198.0
Albert Sambi Lokonga,Arsenal,,2020,20,Anderlecht,First Division A,1,2383,198.0
Albert Sambi Lokonga,Arsenal,,2021,21,Arsenal,Premier League,1,1134,198.0
Albert Sambi Lokonga,Arsenal,,2022,22,Arsenal,Premier League,1,198,198.0
Fabio Vieira,Arsenal,,2019,19,Porto,Primeira Liga,1,230,246.0
Fabio Vieira,Arsenal,,2020,20,Porto,Primeira Liga,1,404,246.0
Fabio Vieira,Arsenal,,2021,21,Porto,Primeira Liga,1,1329,246.0
Fabio Vieira,Arsenal,,2022,22,Arsenal,Premier League,1,246,246.0
Mohamed Elneny,Arsenal,,2012,20,Basel,Swiss Super League,1,740,95.0
Mohamed Elneny,Arsenal,,2013,21,Basel,Swiss Super League,1,2200,95.0
Mohamed Elneny,Arsenal,,2014,22,Basel,Swiss Super League,1,1780,95.0
Mohamed Elneny,Arsenal,,2015,23,Basel,Swiss Super League,1,1029,95.0
Mohamed Elneny,Arsenal,,2015,23,Arsenal,Premier League,1,792,95.0
Mohamed Elneny,Arsenal,,2016,24,Arsenal,Premier League,1,694,95.0
Mohamed Elneny,Arsenal,,2017,25,Arsenal,Premier League,1,867,95.0
Mohamed Elneny,Arsenal,,2018,26,Arsenal,Premier League,1,380,95.0
Mohamed Elneny,Arsenal,,2019,27,Beşiktaş,Süper Lig,1,2384,95.0
Mohamed Elneny,Arsenal,,2020,28,Arsenal,Premier League,1,1544,95.0
Mohamed Elneny,Arsenal,,2021,29,Arsenal,Premier League,1,806,95.0
Mohamed Elneny,Arsenal,,2022,30,Arsenal,Premier League,1,95,95.0
Eddie Nketiah,Arsenal,,2017,18,Arsenal,Premier League,1,20,152.0
Eddie Nketiah,Arsenal,,2018,19,Arsenal,Premier League,1,67,152.0
Eddie Nketiah,Arsenal,,2019,20,Leeds United,Championship,2,509,152.0
Eddie Nketiah,Arsenal,,2019,20,Arsenal,Premier League,1,633,152.0
Eddie Nketiah,Arsenal,,2020,21,Arsenal,Premier League,1,423,152.0
Eddie Nketiah,Arsenal,,2021,22,Arsenal,Premier League,1,835,152.0
Eddie Nketiah,Arsenal,,2022,23,Arsenal,Premier League,1,152,152.0
Reiss Nelson,Arsenal,,2017,17,Arsenal,Premier League,1,145,65.0
Reiss Nelson,Arsenal,,2018,18,Hoffenheim,Bundesliga,1,643,65.0
Reiss Nelson,Arsenal,,2019,19,Arsenal,Premier League,1,631,65.0
Reiss Nelson,Arsenal,,2020,20,Arsenal,Premier League,1,71,65.0
Reiss Nelson,Arsenal,,2021,21,Feyenoord,Eredivisie,1,910,65.0
Reiss Nelson,Arsenal,,2021,21,Arsenal,Premier League,1,20,65.0
Reiss Nelson,Arsenal,,2022,22,Arsenal,Premier League,1,65,65.0
Emile Smith Rowe,Arsenal,,2018,18,RB Leipzig,Bundesliga,1,29,51.0
Emile Smith Rowe,Arsenal,,2018,18,Arsenal,Premier League,1,0,51.0
Emile Smith Rowe,Arsenal,,2019,19,Huddersfield,Championship,2,1176,51.0
Emile Smith Rowe,Arsenal,,2019,19,Arsenal,Premier League,1,97,51.0
Emile Smith Rowe,Arsenal,,2020,20,Arsenal,Premier League,1,1440,51.0
Emile Smith Rowe,Arsenal,,2021,21,Arsenal,Premier League,1,1921,51.0
Emile Smith Rowe,Arsenal,,2022,22,Arsenal,Premier League,1,51,51.0
Cédric Soares,Arsenal,,2010,18,Sporting CP,Primeira Liga,1,170,29.0
Cédric Soares,Arsenal,,2011,19,Académica,Primeira Liga,1,2160,29.0
Cédric Soares,Arsenal,,2012,20,Sporting CP,Primeira Liga,1,1157,29.0
Cédric Soares,Arsenal,,2013,21,Sporting CP,Primeira Liga,1,2520,29.0
Cédric Soares,Arsenal,,2014,22,Sporting CP,Primeira Liga,1,2041,29.0
Cédric Soares,Arsenal,,2015,23,Southampton,Premier League,1,1965,29.0
Cédric Soares,Arsenal,,2016,24,Southampton,Premier League,1,2515,29.0
Cédric Soares,Arsenal,,2017,25,Southampton,Premier League,1,2794,29.0
Cédric Soares,Arsenal,,2018,26,Inter,Serie A,1,259,29.0
Cédric Soares,Arsenal,,2018,26,Southampton,Premier League,1,1495,29.0
Cédric Soares,Arsenal,,2019,27,Southampton,Premier League,1,1306,29.0
Cédric Soares,Arsenal,,2019,27,Arsenal,Premier League,1,249,29.0
Cédric Soares,Arsenal,,2020,28,Arsenal,Premier League,1,746,29.0
Cédric Soares,Arsenal,,2021,29,Arsenal,Premier League,1,1486,29.0
Cédric Soares,Arsenal,,2022,30,Arsenal,Premier League,1,29,29.0
Rob Holding,Arsenal,,2014,18,Bury,League Two,4,12,14.0
Rob Holding,Arsenal,,2015,19,Bolton,Championship,2,2236,14.0
Rob Holding,Arsenal,,2016,20,Arsenal,Premier League,1,810,14.0
Rob Holding,Arsenal,,2017,21,Arsenal,Premier League,1,822,14.0
Rob Holding,Arsenal,,2018,22,Arsenal,Premier League,1,807,14.0
Rob Holding,Arsenal,,2019,23,Arsenal,Premier League,1,581,14.0
Rob Holding,Arsenal,,2020,24,Arsenal,Premier League,1,2558,14.0
Rob Holding,Arsenal,,2021,25,Arsenal,Premier League,1,845,14.0
Rob Holding,Arsenal,,2022,26,Arsenal,Premier League,1,14,14.0
Marquinhos,Arsenal,,2021,17,São Paulo,Série A,1,693,391.0
Marquinhos,Arsenal,,2022,18,São Paulo,Série A,1,29,391.0
Marquinhos,Arsenal,,2022,19,Arsenal,Premier League,1,1,391.0
Ethan Nwaneri,Arsenal,,2022,15,Arsenal,Premier League,1,1,58.0
Karl Jakob Hein,Arsenal,,2021,19,Reading,Championship,2,450,180.0
Karl Jakob Hein,Arsenal,,2021,19,Arsenal,Premier League,1,0,180.0
Karl Jakob Hein,Arsenal,,2022,20,Arsenal,Premier League,1,0,180.0
Nicolas Pépé,Arsenal,,2014,19,Angers,Ligue 2,2,184,889.0
Nicolas Pépé,Arsenal,,2016,21,Angers,Ligue 1,1,1321,889.0
Nicolas Pépé,Arsenal,,2017,22,Lille,Ligue 1,1,2841,889.0
Nicolas Pépé,Arsenal,,2018,23,Lille,Ligue 1,1,3324,889.0
Nicolas Pépé,Arsenal,,2019,24,Arsenal,Premier League,1,2010,889.0
Nicolas Pépé,Arsenal,,2020,25,Arsenal,Premier League,1,1616,889.0
Nicolas Pépé,Arsenal,,2021,26,Arsenal,Premier League,1,696,889.0
Nicolas Pépé,Arsenal,,2022,27,Arsenal,Premier League,1,0,889.0
Nicolas Pépé,Arsenal,,2022,27,Nice,Ligue 1,1,889,889.0
Matthew Smith,Arsenal,,2019,18,Arsenal,Premier League,1,0,807.0
Matthew Smith,Arsenal,,2020,19,Swindon Town,League One,3,2019,807.0
Matthew Smith,Arsenal,,2020,19,Charlton Ath,League One,3,309,807.0
Matthew Smith,Arsenal,,2021,20,Doncaster,League One,3,3496,807.0
Matthew Smith,Arsenal,,2022,21,Arsenal,Premier League,1,0,807.0
Lino Sousa,Arsenal,,2022,17,Arsenal,Premier League,1,0,712.0
Matt Turner,Arsenal,,2016,21,New England,MLS,1,0,0.0
Matt Turner,Arsenal,,2016,21,Richmond,USL,3,630,0.0
Matt Turner,Arsenal,,2017,22,Richmond,USL,2,1800,0.0
Matt Turner,Arsenal,,2017,22,New England,MLS,1,0,0.0
Matt Turner,Arsenal,,2018,23,New England,MLS,1,2430,0.0
Matt Turner,Arsenal,,2019,24,New England,MLS,1,1765,0.0
Matt Turner,Arsenal,,2020,25,New England,MLS,1,1980,0.0
Matt Turner,Arsenal,,2021,26,New England,MLS,1,2520,0.0
Matt Turner,Arsenal,,2022,27,New England,MLS,1,450,0.0
Matt Turner,Arsenal,,2022,28,Arsenal,Premier League,1,0,0.0
Emiliano Martínez,Aston Villa,,2011,18,Oxford United,League Two,4,90,1294.0
Emiliano Martínez,Aston Villa,,2013,20,Sheffield Weds,Championship,2,990,1294.0
Emiliano Martínez,Aston Villa,,2014,21,Arsenal,Premier League,1,302,1294.0
Emiliano Martínez,Aston Villa,,2014,21,Rotherham Utd,Championship,2,720,1294.0
Emiliano Martínez,Aston Villa,,2015,22,Wolves,Championship,2,1136,1294.0
Emiliano Martínez,Aston Villa,,2016,23,Arsenal,Premier League,1,180,1294.0
Emiliano Martínez,Aston Villa,,2016,23,Getafe,Segunda División,2,610,1294.0
Emiliano Martínez,Aston Villa,,2017,24,Getafe,La Liga,1,450,1294.0
Emiliano Martínez,Aston Villa,,2018,25,Reading,Championship,2,1620,1294.0
Emiliano Martínez,Aston Villa,,2018,25,Arsenal,Premier League,1,0,1294.0
Emiliano Martínez,Aston Villa,,2019,26,Arsenal,Premier League,1,771,1294.0
Emiliano Martínez,Aston Villa,,2020,27,Aston Villa,Premier League,1,3420,1294.0
Emiliano Martínez,Aston Villa,,2021,28,Aston Villa,Premier League,1,3240,1294.0
Emiliano Martínez,Aston Villa,,2022,29,Aston Villa,Premier League,1,1294,1294.0
Ezri Konsa,Aston Villa,,2015,17,Charlton Ath,Championship,2,0,1261.0
Ezri Konsa,Aston Villa,,2016,18,Charlton Ath,League One,3,2542,1261.0
Ezri Konsa,Aston Villa,,2017,19,Charlton Ath,League One,3,2963,1261.0
Ezri Konsa,Aston Villa,,2018,20,Brentford,Championship,2,3750,1261.0
Ezri Konsa,Aston Villa,,2019,21,Aston Villa,Premier League,1,2039,1261.0
Ezri Konsa,Aston Villa,,2020,22,Aston Villa,Premier League,1,3196,1261.0
Ezri Konsa,Aston Villa,,2021,23,Aston Villa,Premier League,1,2477,1261.0
Ezri Konsa,Aston Villa,,2022,24,Aston Villa,Premier League,1,1261,1261.0
Ollie Watkins,Aston Villa,,2014,18,Exeter City,League Two,4,21,1172.0
Ollie Watkins,Aston Villa,,2015,19,Exeter City,League Two,4,1397,1172.0
Ollie Watkins,Aston Villa,,2016,20,Exeter City,League Two,4,3733,1172.0
Ollie Watkins,Aston Villa,,2017,21,Brentford,Championship,2,3528,1172.0
Ollie Watkins,Aston Villa,,2018,22,Brentford,Championship,2,3115,1172.0
Ollie Watkins,Aston Villa,,2019,23,Brentford,Championship,2,4128,1172.0
Ollie Watkins,Aston Villa,,2020,24,Aston Villa,Premier League,1,3328,1172.0
Ollie Watkins,Aston Villa,,2021,25,Aston Villa,Premier League,1,2952,1172.0
Ollie Watkins,Aston Villa,,2022,26,Aston Villa,Premier League,1,1172,1172.0
Tyrone Mings,Aston Villa,,2012,19,Ipswich Town,Championship,2,90,1170.0
Tyrone Mings,Aston Villa,,2013,20,Ipswich Town,Championship,2,449,1170.0
Tyrone Mings,Aston Villa,,2014,21,Ipswich Town,Championship,2,3476,1170.0
Tyrone Mings,Aston Villa,,2015,22,Bournemouth,Premier League,1,11,1170.0
Tyrone Mings,Aston Villa,,2016,23,Bournemouth,Premier League,1,506,1170.0
Tyrone Mings,Aston Villa,,2017,24,Bournemouth,Premier League,1,201,1170.0
Tyrone Mings,Aston Villa,,2018,25,Bournemouth,Premier League,1,143,1170.0
Tyrone Mings,Aston Villa,,2018,25,Aston Villa,Championship,2,1293,1170.0
Tyrone Mings,Aston Villa,,2019,26,Aston Villa,Premier League,1,2902,1170.0
Tyrone Mings,Aston Villa,,2020,27,Aston Villa,Premier League,1,3194,1170.0
Tyrone Mings,Aston Villa,,2021,28,Aston Villa,Premier League,1,3189,1170.0
Tyrone Mings,Aston Villa,,2022,29,Aston Villa,Premier League,1,1170,1170.0
John McGinn,Aston Villa,,2012,17,St Mirren,Premier League,1,1389,1056.0
John McGinn,Aston Villa,,2013,18,St Mirren,Premiership,1,2655,1056.0
John McGinn,Aston Villa,,2014,19,St Mirren,Premiership,1,2647,1056.0
John McGinn,Aston Villa,,2015,20,Hibernian,Championship,2,2961,1056.0
John McGinn,Aston Villa,,2016,21,Hibernian,Championship,2,2408,1056.0
John McGinn,Aston Villa,,2017,22,Hibernian,Premiership,1,3136,1056.0
John McGinn,Aston Villa,,2018,23,Hibernian,Premiership,1,79,1056.0
John McGinn,Aston Villa,,2018,23,Aston Villa,Championship,2,3459,1056.0
John McGinn,Aston Villa,,2019,24,Aston Villa,Premier League,1,2312,1056.0
John McGinn,Aston Villa,,2020,25,Aston Villa,Premier League,1,3330,1056.0
John McGinn,Aston Villa,,2021,26,Aston Villa,Premier League,1,3090,1056.0
John McGinn,Aston Villa,,2022,27,Aston Villa,Premier League,1,1056,1056.0
Matty Cash,Aston Villa,,2015,17,Dag & Red,League Two,4,1010,1028.0
Matty Cash,Aston Villa,,2016,18,Nott'ham Forest,Championship,2,1677,1028.0
Matty Cash,Aston Villa,,2017,19,Nott'ham Forest,Championship,2,1462,1028.0
Matty Cash,Aston Villa,,2018,20,Nott'ham Forest,Championship,2,2428,1028.0
Matty Cash,Aston Villa,,2019,21,Nott'ham Forest,Championship,2,3615,1028.0
Matty Cash,Aston Villa,,2020,22,Aston Villa,Premier League,1,2372,1028.0
Matty Cash,Aston Villa,,2021,23,Aston Villa,Premier League,1,3377,1028.0
Matty Cash,Aston Villa,,2022,24,Aston Villa,Premier League,1,1028,1028.0
Jacob Ramsey,Aston Villa,,2018,17,Aston Villa,Championship,2,30,1021.0
Jacob Ramsey,Aston Villa,,2019,18,Doncaster,League One,3,531,1021.0
Jacob Ramsey,Aston Villa,,2020,19,Aston Villa,Premier League,1,626,1021.0
Jacob Ramsey,Aston Villa,,2021,20,Aston Villa,Premier League,1,2467,1021.0
Jacob Ramsey,Aston Villa,,2022,21,Aston Villa,Premier League,1,1021,1021.0
Leon Bailey,Aston Villa,,2015,17,Genk,Pro League,1,2503,827.0
Leon Bailey,Aston Villa,,2016,18,Genk,First Division A,1,1390,827.0
Leon Bailey,Aston Villa,,2016,18,Leverkusen,Bundesliga,1,140,827.0
Leon Bailey,Aston Villa,,2017,19,Leverkusen,Bundesliga,1,2215,827.0
Leon Bailey,Aston Villa,,2018,20,Leverkusen,Bundesliga,1,1914,827.0
Leon Bailey,Aston Villa,,2019,21,Leverkusen,Bundesliga,1,1090,827.0
Leon Bailey,Aston Villa,,2020,22,Leverkusen,Bundesliga,1,2141,827.0
Leon Bailey,Aston Villa,,2021,23,Aston Villa,Premier League,1,761,827.0
Leon Bailey,Aston Villa,,2022,24,Aston Villa,Premier League,1,827,827.0
Douglas Luiz,Aston Villa,,2016,17,Vasco da Gama,Série B,2,1200,930.0
Douglas Luiz,Aston Villa,,2017,18,Vasco da Gama,Série A,1,990,930.0
Douglas Luiz,Aston Villa,,2017,19,Girona,La Liga,1,309,930.0
Douglas Luiz,Aston Villa,,2018,20,Girona,La Liga,1,1490,930.0
Douglas Luiz,Aston Villa,,2019,21,Aston Villa,Premier League,1,2612,930.0
Douglas Luiz,Aston Villa,,2020,22,Aston Villa,Premier League,1,2781,930.0
Douglas Luiz,Aston Villa,,2021,23,Aston Villa,Premier League,1,2715,930.0
Douglas Luiz,Aston Villa,,2022,24,Aston Villa,Premier League,1,930,930.0
Lucas Digne,Aston Villa,,2011,18,Lille,Ligue 1,1,1203,811.0
Lucas Digne,Aston Villa,,2012,19,Lille,Ligue 1,1,2805,811.0
Lucas Digne,Aston Villa,,2013,20,Paris S-G,Ligue 1,1,1335,811.0
Lucas Digne,Aston Villa,,2014,21,Paris S-G,Ligue 1,1,1271,811.0
Lucas Digne,Aston Villa,,2015,22,Roma,Serie A,1,2857,811.0
Lucas Digne,Aston Villa,,2016,23,Barcelona,La Liga,1,1171,811.0
Lucas Digne,Aston Villa,,2017,24,Barcelona,La Liga,1,704,811.0
Lucas Digne,Aston Villa,,2018,25,Everton,Premier League,1,2965,811.0
Lucas Digne,Aston Villa,,2019,26,Everton,Premier League,1,3030,811.0
Lucas Digne,Aston Villa,,2020,27,Everton,Premier League,1,2681,811.0
Lucas Digne,Aston Villa,,2021,28,Everton,Premier League,1,1170,811.0
Lucas Digne,Aston Villa,,2021,28,Aston Villa,Premier League,1,1269,811.0
Lucas Digne,Aston Villa,,2022,29,Aston Villa,Premier League,1,811,811.0
Danny Ings,Aston Villa,,2010,18,Bournemouth,League One,3,1774,726.0
Danny Ings,Aston Villa,,2011,19,Bournemouth,League One,3,86,726.0
Danny Ings,Aston Villa,,2011,19,Burnley,Championship,2,934,726.0
Danny Ings,Aston Villa,,2012,20,Burnley,Championship,2,1637,726.0
Danny Ings,Aston Villa,,2013,21,Burnley,Championship,2,3527,726.0
Danny Ings,Aston Villa,,2014,22,Burnley,Premier League,1,3024,726.0
Danny Ings,Aston Villa,,2015,23,Liverpool,Premier League,1,340,726.0
Danny Ings,Aston Villa,,2017,25,Liverpool,Premier League,1,267,726.0
Danny Ings,Aston Villa,,2018,26,Southampton,Premier League,1,1651,726.0
Danny Ings,Aston Villa,,2019,27,Southampton,Premier League,1,2804,726.0
Danny Ings,Aston Villa,,2020,28,Southampton,Premier League,1,2173,726.0
Danny Ings,Aston Villa,,2021,29,Aston Villa,Premier League,1,1898,726.0
Danny Ings,Aston Villa,,2022,30,Aston Villa,Premier League,1,726,726.0
Boubacar Kamara,Aston Villa,,2016,16,Marseille,Ligue 1,1,0,669.0
Boubacar Kamara,Aston Villa,,2017,17,Marseille,Ligue 1,1,455,669.0
Boubacar Kamara,Aston Villa,,2018,18,Marseille,Ligue 1,1,2411,669.0
Boubacar Kamara,Aston Villa,,2019,19,Marseille,Ligue 1,1,2139,669.0
Boubacar Kamara,Aston Villa,,2020,20,Marseille,Ligue 1,1,2894,669.0
Boubacar Kamara,Aston Villa,,2021,21,Marseille,Ligue 1,1,2778,669.0
Boubacar Kamara,Aston Villa,,2022,22,Aston Villa,Premier League,1,669,669.0
Ashley Young,Aston Villa,,2003,18,Watford,First Division,2,154,729.0
Ashley Young,Aston Villa,,2004,19,Watford,Championship,2,1667,729.0
Ashley Young,Aston Villa,,2005,20,Watford,Championship,2,3359,729.0
Ashley Young,Aston Villa,,2006,21,Watford,Premier League,1,1800,729.0
Ashley Young,Aston Villa,,2006,21,Aston Villa,Premier League,1,979,729.0
Ashley Young,Aston Villa,,2007,22,Aston Villa,Premier League,1,3286,729.0
Ashley Young,Aston Villa,,2008,23,Aston Villa,Premier League,1,3190,729.0
Ashley Young,Aston Villa,,2009,24,Aston Villa,Premier League,1,3300,729.0
Ashley Young,Aston Villa,,2010,25,Aston Villa,Premier League,1,3050,729.0
Ashley Young,Aston Villa,,2011,26,Manchester Utd,Premier League,1,1565,729.0
Ashley Young,Aston Villa,,2012,27,Manchester Utd,Premier League,1,1368,729.0
Ashley Young,Aston Villa,,2013,28,Manchester Utd,Premier League,1,1029,729.0
Ashley Young,Aston Villa,,2014,29,Manchester Utd,Premier League,1,2065,729.0
Ashley Young,Aston Villa,,2015,30,Manchester Utd,Premier League,1,1065,729.0
Ashley Young,Aston Villa,,2016,31,Manchester Utd,Premier League,1,758,729.0
Ashley Young,Aston Villa,,2017,32,Manchester Utd,Premier League,1,2442,729.0
Ashley Young,Aston Villa,,2018,33,Manchester Utd,Premier League,1,2569,729.0
Ashley Young,Aston Villa,,2019,34,Manchester Utd,Premier League,1,955,729.0
Ashley Young,Aston Villa,,2019,34,Inter,Serie A,1,1185,729.0
Ashley Young,Aston Villa,,2020,35,Inter,Serie A,1,1425,729.0
Ashley Young,Aston Villa,,2021,36,Aston Villa,Premier League,1,1250,729.0
Ashley Young,Aston Villa,,2022,37,Aston Villa,Premier League,1,729,729.0
Emi Buendía,Aston Villa,,2014,17,Getafe,La Liga,1,135,726.0
Emi Buendía,Aston Villa,,2015,18,Getafe,La Liga,1,745,726.0
Emi Buendía,Aston Villa,,2016,19,Getafe,Segunda División,2,0,726.0
Emi Buendía,Aston Villa,,2017,20,Leonesa,Segunda División,2,3155,726.0
Emi Buendía,Aston Villa,,2018,21,Norwich City,Championship,2,2841,726.0
Emi Buendía,Aston Villa,,2019,22,Norwich City,Premier League,1,2464,726.0
Emi Buendía,Aston Villa,,2020,23,Norwich City,Championship,2,3316,726.0
Emi Buendía,Aston Villa,,2021,24,Aston Villa,Premier League,1,1899,726.0
Emi Buendía,Aston Villa,,2022,25,Aston Villa,Premier League,1,726,726.0
Philippe Coutinho,Aston Villa,,2010,18,Inter,Serie A,1,781,571.0
Philippe Coutinho,Aston Villa,,2011,19,Espanyol,La Liga,1,1177,571.0
Philippe Coutinho,Aston Villa,,2011,19,Inter,Serie A,1,247,571.0
Philippe Coutinho,Aston Villa,,2012,20,Inter,Serie A,1,311,571.0
Philippe Coutinho,Aston Villa,,2012,20,Liverpool,Premier League,1,923,571.0
Philippe Coutinho,Aston Villa,,2013,21,Liverpool,Premier League,1,2325,571.0
Philippe Coutinho,Aston Villa,,2014,22,Liverpool,Premier League,1,2792,571.0
Philippe Coutinho,Aston Villa,,2015,23,Liverpool,Premier League,1,1996,571.0
Philippe Coutinho,Aston Villa,,2016,24,Liverpool,Premier League,1,2227,571.0
Philippe Coutinho,Aston Villa,,2017,25,Liverpool,Premier League,1,1109,571.0
Philippe Coutinho,Aston Villa,,2017,25,Barcelona,La Liga,1,1296,571.0
Philippe Coutinho,Aston Villa,,2018,26,Barcelona,La Liga,1,2018,571.0
Philippe Coutinho,Aston Villa,,2019,27,Bayern Munich,Bundesliga,1,1411,571.0
Philippe Coutinho,Aston Villa,,2020,28,Barcelona,La Liga,1,654,571.0
Philippe Coutinho,Aston Villa,,2021,29,Barcelona,La Liga,1,503,571.0
Philippe Coutinho,Aston Villa,,2021,29,Aston Villa,Premier League,1,1329,571.0
Philippe Coutinho,Aston Villa,,2022,30,Aston Villa,Premier League,1,571,571.0
Leander Dendoncker,Aston Villa,,2014,19,Anderlecht,Pro League,1,1604,300.0
Leander Dendoncker,Aston Villa,,2015,20,Anderlecht,Pro League,1,1879,300.0
Leander Dendoncker,Aston Villa,,2016,21,Anderlecht,First Division A,1,3600,300.0
Leander Dendoncker,Aston Villa,,2017,22,Anderlecht,First Division A,1,3057,300.0
Leander Dendoncker,Aston Villa,,2018,23,Wolves,Premier League,1,1467,300.0
Leander Dendoncker,Aston Villa,,2019,24,Wolves,Premier League,1,2795,300.0
Leander Dendoncker,Aston Villa,,2020,25,Wolves,Premier League,1,2503,300.0
Leander Dendoncker,Aston Villa,,2021,26,Wolves,Premier League,1,1950,300.0
Leander Dendoncker,Aston Villa,,2022,27,Wolves,Premier League,1,214,300.0
Leander Dendoncker,Aston Villa,,2022,27,Aston Villa,Premier League,1,300,300.0
Diego Carlos,Aston Villa,,2015,22,Estoril,Primeira Liga,1,2731,179.0
Diego Carlos,Aston Villa,,2016,23,Nantes,Ligue 1,1,2949,179.0
Diego Carlos,Aston Villa,,2017,24,Nantes,Ligue 1,1,2291,179.0
