player_name,team_name,player_season_minutes,season_year,season_age,season_team,season_division,season_div_level,season_minutes,current_season_minutes
Fabinho,Liverpool,,2012,18,Real Madrid,La Liga,1,16,997.0
Fabinho,Liverpool,,2013,19,Monaco,Ligue 1,1,1912,997.0
Fabinho,Liverpool,,2014,20,Monaco,Ligue 1,1,3168,997.0
Fabinho,Liverpool,,2015,21,Monaco,Ligue 1,1,3060,997.0
Fabinho,Liverpool,,2016,22,Monaco,Ligue 1,1,3073,997.0
Fabinho,Liverpool,,2017,23,Monaco,Ligue 1,1,3060,997.0
Fabinho,Liverpool,,2018,24,Liverpool,Premier League,1,2017,997.0
Fabinho,Liverpool,,2019,25,Liverpool,Premier League,1,2079,997.0
Fabinho,Liverpool,,2020,26,Liverpool,Premier League,1,2567,997.0
Fabinho,Liverpool,,2021,27,Liverpool,Premier League,1,2314,997.0
Fabinho,Liverpool,,2022,28,Liverpool,Premier League,1,997,997.0
Roberto Firmino,Liverpool,,2010,18,Hoffenheim,Bundesliga,1,471,929.0
Roberto Firmino,Liverpool,,2011,19,Hoffenheim,Bundesliga,1,2178,929.0
Roberto Firmino,Liverpool,,2012,20,Hoffenheim,Bundesliga,1,2460,929.0
Roberto Firmino,Liverpool,,2013,21,Hoffenheim,Bundesliga,1,2913,929.0
Roberto Firmino,Liverpool,,2014,22,Hoffenheim,Bundesliga,1,2909,929.0
Roberto Firmino,Liverpool,,2015,23,Liverpool,Premier League,1,1972,929.0
Roberto Firmino,Liverpool,,2016,24,Liverpool,Premier League,1,3062,929.0
Roberto Firmino,Liverpool,,2017,25,Liverpool,Premier League,1,2763,929.0
Roberto Firmino,Liverpool,,2018,26,Liverpool,Premier League,1,2607,929.0
Roberto Firmino,Liverpool,,2019,27,Liverpool,Premier League,1,2988,929.0
Roberto Firmino,Liverpool,,2020,28,Liverpool,Premier League,1,2838,929.0
Roberto Firmino,Liverpool,,2021,29,Liverpool,Premier League,1,990,929.0
Roberto Firmino,Liverpool,,2022,30,Liverpool,Premier League,1,929,929.0
Andrew Robertson,Liverpool,,2013,19,Dundee United,Premiership,1,3240,861.0
Andrew Robertson,Liverpool,,2014,20,Hull City,Premier League,1,1526,861.0
Andrew Robertson,Liverpool,,2015,21,Hull City,Championship,2,3565,861.0
Andrew Robertson,Liverpool,,2016,22,Hull City,Premier League,1,2736,861.0
Andrew Robertson,Liverpool,,2017,23,Liverpool,Premier League,1,1940,861.0
Andrew Robertson,Liverpool,,2018,24,Liverpool,Premier League,1,3216,861.0
Andrew Robertson,Liverpool,,2019,25,Liverpool,Premier League,1,3111,861.0
Andrew Robertson,Liverpool,,2020,26,Liverpool,Premier League,1,3383,861.0
Andrew Robertson,Liverpool,,2021,27,Liverpool,Premier League,1,2537,861.0
Andrew Robertson,Liverpool,,2022,28,Liverpool,Premier League,1,861,861.0
Harvey Elliott,Liverpool,,2018,15,Fulham,Premier League,1,20,859.0
Harvey Elliott,Liverpool,,2019,16,Liverpool,Premier League,1,8,859.0
Harvey Elliott,Liverpool,,2020,17,Blackburn,Championship,2,2753,859.0
Harvey Elliott,Liverpool,,2021,18,Liverpool,Premier League,1,346,859.0
Harvey Elliott,Liverpool,,2022,19,Liverpool,Premier League,1,859,859.0
Joe Gomez,Liverpool,,2014,17,Charlton Ath,Championship,2,1481,887.0
Joe Gomez,Liverpool,,2015,18,Liverpool,Premier League,1,437,887.0
Joe Gomez,Liverpool,,2016,19,Liverpool,Premier League,1,0,887.0
Joe Gomez,Liverpool,,2017,20,Liverpool,Premier League,1,1902,887.0
Joe Gomez,Liverpool,,2018,21,Liverpool,Premier League,1,1063,887.0
Joe Gomez,Liverpool,,2019,22,Liverpool,Premier League,1,2004,887.0
Joe Gomez,Liverpool,,2020,23,Liverpool,Premier League,1,590,887.0
Joe Gomez,Liverpool,,2021,24,Liverpool,Premier League,1,331,887.0
Joe Gomez,Liverpool,,2022,25,Liverpool,Premier League,1,887,887.0
Thiago Alcántara,Liverpool,,2008,17,Barcelona,La Liga,1,18,644.0
Thiago Alcántara,Liverpool,,2009,18,Barcelona,La Liga,1,15,644.0
Thiago Alcántara,Liverpool,,2010,19,Barcelona B,Segunda División,2,903,644.0
Thiago Alcántara,Liverpool,,2010,19,Barcelona,La Liga,1,666,644.0
Thiago Alcántara,Liverpool,,2011,20,Barcelona,La Liga,1,1825,644.0
Thiago Alcántara,Liverpool,,2012,21,Barcelona,La Liga,1,1415,644.0
Thiago Alcántara,Liverpool,,2013,22,Bayern Munich,Bundesliga,1,1001,644.0
Thiago Alcántara,Liverpool,,2014,23,Bayern Munich,Bundesliga,1,285,644.0
Thiago Alcántara,Liverpool,,2015,24,Bayern Munich,Bundesliga,1,1643,644.0
Thiago Alcántara,Liverpool,,2016,25,Bayern Munich,Bundesliga,1,2288,644.0
Thiago Alcántara,Liverpool,,2017,26,Bayern Munich,Bundesliga,1,1247,644.0
Thiago Alcántara,Liverpool,,2018,27,Bayern Munich,Bundesliga,1,2408,644.0
Thiago Alcántara,Liverpool,,2019,28,Bayern Munich,Bundesliga,1,1771,644.0
Thiago Alcántara,Liverpool,,2020,29,Liverpool,Premier League,1,1854,644.0
Thiago Alcántara,Liverpool,,2021,30,Liverpool,Premier League,1,1534,644.0
Thiago Alcántara,Liverpool,,2022,31,Liverpool,Premier League,1,644,644.0
Jordan Henderson,Liverpool,,2008,18,Coventry City,Championship,2,798,648.0
Jordan Henderson,Liverpool,,2008,18,Sunderland,Premier League,1,45,648.0
Jordan Henderson,Liverpool,,2009,19,Sunderland,Premier League,1,2187,648.0
Jordan Henderson,Liverpool,,2010,20,Sunderland,Premier League,1,3211,648.0
Jordan Henderson,Liverpool,,2011,21,Liverpool,Premier League,1,2658,648.0
Jordan Henderson,Liverpool,,2012,22,Liverpool,Premier League,1,1535,648.0
Jordan Henderson,Liverpool,,2013,23,Liverpool,Premier League,1,3128,648.0
Jordan Henderson,Liverpool,,2014,24,Liverpool,Premier League,1,3256,648.0
Jordan Henderson,Liverpool,,2015,25,Liverpool,Premier League,1,1290,648.0
Jordan Henderson,Liverpool,,2016,26,Liverpool,Premier League,1,2116,648.0
Jordan Henderson,Liverpool,,2017,27,Liverpool,Premier League,1,2171,648.0
Jordan Henderson,Liverpool,,2018,28,Liverpool,Premier League,1,1987,648.0
Jordan Henderson,Liverpool,,2019,29,Liverpool,Premier League,1,2238,648.0
Jordan Henderson,Liverpool,,2020,30,Liverpool,Premier League,1,1704,648.0
Jordan Henderson,Liverpool,,2021,31,Liverpool,Premier League,1,2597,648.0
Jordan Henderson,Liverpool,,2022,32,Liverpool,Premier League,1,648,648.0
Luis Díaz,Liverpool,,2017,20,Junior,Primera A,1,445,613.0
Luis Díaz,Liverpool,,2018,21,Junior,Primera A,1,1932,613.0
Luis Díaz,Liverpool,,2019,22,Junior,Primera A,1,993,613.0
Luis Díaz,Liverpool,,2019,22,Porto,Primeira Liga,1,1770,613.0
Luis Díaz,Liverpool,,2020,23,Porto,Primeira Liga,1,1636,613.0
Luis Díaz,Liverpool,,2021,24,Porto,Primeira Liga,1,1491,613.0
Luis Díaz,Liverpool,,2021,24,Liverpool,Premier League,1,958,613.0
Luis Díaz,Liverpool,,2022,25,Liverpool,Premier League,1,613,613.0
Darwin Núñez,Liverpool,,2017,17,Peñarol,Primera División,1,28,604.0
Darwin Núñez,Liverpool,,2018,18,Peñarol,Primera División,1,519,604.0
Darwin Núñez,Liverpool,,2019,19,Peñarol,Primera División,1,270,604.0
Darwin Núñez,Liverpool,,2019,20,Almería,Segunda División,2,2424,604.0
Darwin Núñez,Liverpool,,2020,21,Benfica,Primeira Liga,1,1791,604.0
Darwin Núñez,Liverpool,,2021,22,Benfica,Primeira Liga,1,1976,604.0
Darwin Núñez,Liverpool,,2022,23,Liverpool,Premier League,1,604,604.0
James Milner,Liverpool,,2002,16,Leeds United,Premier League,1,524,469.0
James Milner,Liverpool,,2003,17,Leeds United,Premier League,1,2381,469.0
James Milner,Liverpool,,2003,17,Swindon Town,Second Division,3,516,469.0
James Milner,Liverpool,,2004,18,Newcastle Utd,Premier League,1,1263,469.0
James Milner,Liverpool,,2005,19,Aston Villa,Premier League,1,2333,469.0
James Milner,Liverpool,,2005,19,Newcastle Utd,Premier League,1,133,469.0
James Milner,Liverpool,,2006,20,Newcastle Utd,Premier League,1,2683,469.0
James Milner,Liverpool,,2007,21,Newcastle Utd,Premier League,1,2227,469.0
James Milner,Liverpool,,2008,22,Newcastle Utd,Premier League,1,180,469.0
James Milner,Liverpool,,2008,22,Aston Villa,Premier League,1,2881,469.0
James Milner,Liverpool,,2009,23,Aston Villa,Premier League,1,3172,469.0
James Milner,Liverpool,,2010,24,Aston Villa,Premier League,1,84,469.0
James Milner,Liverpool,,2010,24,Manchester City,Premier League,1,2050,469.0
James Milner,Liverpool,,2011,25,Manchester City,Premier League,1,1586,469.0
James Milner,Liverpool,,2012,26,Manchester City,Premier League,1,1725,469.0
James Milner,Liverpool,,2013,27,Manchester City,Premier League,1,1374,469.0
James Milner,Liverpool,,2014,28,Manchester City,Premier League,1,1749,469.0
James Milner,Liverpool,,2015,29,Liverpool,Premier League,1,2409,469.0
James Milner,Liverpool,,2016,30,Liverpool,Premier League,1,3154,469.0
James Milner,Liverpool,,2017,31,Liverpool,Premier League,1,1775,469.0
James Milner,Liverpool,,2018,32,Liverpool,Premier League,1,1789,469.0
James Milner,Liverpool,,2019,33,Liverpool,Premier League,1,937,469.0
James Milner,Liverpool,,2020,34,Liverpool,Premier League,1,1070,469.0
James Milner,Liverpool,,2021,35,Liverpool,Premier League,1,853,469.0
James Milner,Liverpool,,2022,36,Liverpool,Premier League,1,469,469.0
Kostas Tsimikas,Liverpool,,2015,19,Olympiacos,Super League,1,197,367.0
Kostas Tsimikas,Liverpool,,2016,20,Olympiacos,Super League,1,62,367.0
Kostas Tsimikas,Liverpool,,2016,20,Esbjerg,Superliga,1,689,367.0
Kostas Tsimikas,Liverpool,,2017,21,Willem II,Eredivisie,1,2813,367.0
Kostas Tsimikas,Liverpool,,2018,22,Olympiacos,Super League,1,1264,367.0
Kostas Tsimikas,Liverpool,,2019,23,Olympiacos,Super League,1,2315,367.0
Kostas Tsimikas,Liverpool,,2020,24,Liverpool,Premier League,1,7,367.0
Kostas Tsimikas,Liverpool,,2021,25,Liverpool,Premier League,1,877,367.0
Kostas Tsimikas,Liverpool,,2022,26,Liverpool,Premier League,1,367,367.0
Fabio Carvalho,Liverpool,,2020,17,Fulham,Premier League,1,255,337.0
Fabio Carvalho,Liverpool,,2021,18,Fulham,Championship,2,2831,337.0
Fabio Carvalho,Liverpool,,2022,19,Liverpool,Premier League,1,337,337.0
Joël Matip,Liverpool,,2009,17,Schalke 04,Bundesliga,1,1390,259.0
Joël Matip,Liverpool,,2010,18,Schalke 04,Bundesliga,1,1486,259.0
Joël Matip,Liverpool,,2011,19,Schalke 04,Bundesliga,1,2629,259.0
Joël Matip,Liverpool,,2012,20,Schalke 04,Bundesliga,1,2872,259.0
Joël Matip,Liverpool,,2013,21,Schalke 04,Bundesliga,1,2790,259.0
Joël Matip,Liverpool,,2014,22,Schalke 04,Bundesliga,1,1547,259.0
Joël Matip,Liverpool,,2015,23,Schalke 04,Bundesliga,1,3060,259.0
Joël Matip,Liverpool,,2016,24,Liverpool,Premier League,1,2457,259.0
Joël Matip,Liverpool,,2017,25,Liverpool,Premier League,1,1997,259.0
Joël Matip,Liverpool,,2018,26,Liverpool,Premier League,1,1537,259.0
Joël Matip,Liverpool,,2019,27,Liverpool,Premier League,1,703,259.0
Joël Matip,Liverpool,,2020,28,Liverpool,Premier League,1,691,259.0
Joël Matip,Liverpool,,2021,29,Liverpool,Premier League,1,2790,259.0
Joël Matip,Liverpool,,2022,30,Liverpool,Premier League,1,259,259.0
Diogo Jota,Liverpool,,2014,17,Paços,Primeira Liga,1,637,196.0
Diogo Jota,Liverpool,,2015,18,Paços,Primeira Liga,1,2752,196.0
Diogo Jota,Liverpool,,2016,19,Porto,Primeira Liga,1,1451,196.0
Diogo Jota,Liverpool,,2017,20,Wolves,Championship,2,3612,196.0
Diogo Jota,Liverpool,,2018,21,Wolves,Premier League,1,2355,196.0
Diogo Jota,Liverpool,,2019,22,Wolves,Premier League,1,2284,196.0
Diogo Jota,Liverpool,,2020,23,Wolves,Premier League,1,0,196.0
Diogo Jota,Liverpool,,2020,23,Liverpool,Premier League,1,1112,196.0
Diogo Jota,Liverpool,,2021,24,Liverpool,Premier League,1,2364,196.0
Diogo Jota,Liverpool,,2022,25,Liverpool,Premier League,1,196,196.0
Curtis Jones,Liverpool,,2017,16,Liverpool,Premier League,1,0,172.0
Curtis Jones,Liverpool,,2018,17,Liverpool,Premier League,1,0,172.0
Curtis Jones,Liverpool,,2019,18,Liverpool,Premier League,1,126,172.0
Curtis Jones,Liverpool,,2020,19,Liverpool,Premier League,1,1179,172.0
Curtis Jones,Liverpool,,2021,20,Liverpool,Premier League,1,851,172.0
Curtis Jones,Liverpool,,2022,21,Liverpool,Premier League,1,172,172.0
Ibrahima Konaté,Liverpool,,2016,17,Sochaux,Ligue 2,2,997,112.0
Ibrahima Konaté,Liverpool,,2017,18,RB Leipzig,Bundesliga,1,1228,112.0
Ibrahima Konaté,Liverpool,,2018,19,RB Leipzig,Bundesliga,1,2431,112.0
Ibrahima Konaté,Liverpool,,2019,20,RB Leipzig,Bundesliga,1,569,112.0
Ibrahima Konaté,Liverpool,,2020,21,RB Leipzig,Bundesliga,1,695,112.0
Ibrahima Konaté,Liverpool,,2021,22,Liverpool,Premier League,1,990,112.0
Ibrahima Konaté,Liverpool,,2022,23,Liverpool,Premier League,1,112,112.0
Nathaniel Phillips,Liverpool,,2019,22,Stuttgart,2. Bundesliga,2,1413,135.0
Nathaniel Phillips,Liverpool,,2019,22,Liverpool,Premier League,1,0,135.0
Nathaniel Phillips,Liverpool,,2020,23,Liverpool,Premier League,1,1456,135.0
Nathaniel Phillips,Liverpool,,2021,24,Bournemouth,Championship,2,1530,135.0
Nathaniel Phillips,Liverpool,,2021,24,Liverpool,Premier League,1,0,135.0
Nathaniel Phillips,Liverpool,,2022,25,Liverpool,Premier League,1,66,135.0
Alex Oxlade-Chamberlain,Liverpool,,2009,15,Southampton,League One,3,14,32.0
Alex Oxlade-Chamberlain,Liverpool,,2010,16,Southampton,League One,3,2300,32.0
Alex Oxlade-Chamberlain,Liverpool,,2011,17,Arsenal,Premier League,1,551,32.0
Alex Oxlade-Chamberlain,Liverpool,,2012,18,Arsenal,Premier League,1,1063,32.0
Alex Oxlade-Chamberlain,Liverpool,,2013,19,Arsenal,Premier League,1,529,32.0
Alex Oxlade-Chamberlain,Liverpool,,2014,20,Arsenal,Premier League,1,1490,32.0
Alex Oxlade-Chamberlain,Liverpool,,2015,21,Arsenal,Premier League,1,926,32.0
Alex Oxlade-Chamberlain,Liverpool,,2016,22,Arsenal,Premier League,1,1628,32.0
Alex Oxlade-Chamberlain,Liverpool,,2017,23,Arsenal,Premier League,1,241,32.0
Alex Oxlade-Chamberlain,Liverpool,,2017,23,Liverpool,Premier League,1,1493,32.0
Alex Oxlade-Chamberlain,Liverpool,,2018,24,Liverpool,Premier League,1,21,32.0
Alex Oxlade-Chamberlain,Liverpool,,2019,25,Liverpool,Premier League,1,1485,32.0
Alex Oxlade-Chamberlain,Liverpool,,2020,26,Liverpool,Premier League,1,253,32.0
Alex Oxlade-Chamberlain,Liverpool,,2021,27,Liverpool,Premier League,1,785,32.0
Alex Oxlade-Chamberlain,Liverpool,,2022,28,Liverpool,Premier League,1,32,32.0
Stefan Bajcetic,Liverpool,,2022,17,Liverpool,Premier League,1,21,21.0
Bobby Clark,Liverpool,,2022,17,Liverpool,Premier League,1,8,8.0
Adrián,Liverpool,,2012,25,Betis,La Liga,1,2869,0.0
Adrián,Liverpool,,2013,26,West Ham,Premier League,1,1800,0.0
Adrián,Liverpool,,2014,27,West Ham,Premier League,1,3392,0.0
Adrián,Liverpool,,2015,28,West Ham,Premier League,1,2880,0.0
Adrián,Liverpool,,2016,29,West Ham,Premier League,1,1440,0.0
Adrián,Liverpool,,2017,30,West Ham,Premier League,1,1710,0.0
Adrián,Liverpool,,2018,31,West Ham,Premier League,1,0,0.0
Adrián,Liverpool,,2019,32,Liverpool,Premier League,1,875,0.0
Adrián,Liverpool,,2020,33,Liverpool,Premier League,1,270,0.0
Adrián,Liverpool,,2021,34,Liverpool,Premier League,1,0,0.0
Adrián,Liverpool,,2022,35,Liverpool,Premier League,1,0,0.0
Luke Chambers,Liverpool,,2020,16,Port Vale,League Two,4,0,0.0
Luke Chambers,Liverpool,,2022,18,Liverpool,Premier League,1,0,0.0
Harvey Davies,Liverpool,,2022,18,Liverpool,Premier League,1,0,630.0
Sepp van den Berg,Liverpool,,2017,15,Zwolle,Eredivisie,1,462,322.0
Sepp van den Berg,Liverpool,,2018,16,Zwolle,Eredivisie,1,905,322.0
Sepp van den Berg,Liverpool,,2020,18,Preston,Championship,2,1354,322.0
Sepp van den Berg,Liverpool,,2021,19,Preston,Championship,2,3971,322.0
Sepp van den Berg,Liverpool,,2022,20,Liverpool,Premier League,1,0,322.0
Sepp van den Berg,Liverpool,,2022,20,Schalke 04,Bundesliga,1,322,322.0
Ben Doak,Liverpool,,2021,15,Celtic,Premiership,1,27,0.0
Ben Doak,Liverpool,,2022,16,Liverpool,Premier League,1,0,0.0
Naby Keïta,Liverpool,,2013,18,Istres,Ligue 2,2,1865,0.0
Naby Keïta,Liverpool,,2014,19,RB Salzburg,Bundesliga,1,2300,0.0
Naby Keïta,Liverpool,,2015,20,RB Salzburg,Bundesliga,1,2178,0.0
Naby Keïta,Liverpool,,2016,21,RB Leipzig,Bundesliga,1,2409,0.0
Naby Keïta,Liverpool,,2017,22,RB Leipzig,Bundesliga,1,1962,0.0
Naby Keïta,Liverpool,,2018,23,Liverpool,Premier League,1,1390,0.0
Naby Keïta,Liverpool,,2019,24,Liverpool,Premier League,1,815,0.0
Naby Keïta,Liverpool,,2020,25,Liverpool,Premier League,1,520,0.0
Naby Keïta,Liverpool,,2021,26,Liverpool,Premier League,1,1173,0.0
Naby Keïta,Liverpool,,2022,27,Liverpool,Premier League,1,0,0.0
Caoimhín Kelleher,Liverpool,,2019,20,Liverpool,Premier League,1,0,90.0
Caoimhín Kelleher,Liverpool,,2020,21,Liverpool,Premier League,1,180,90.0
Caoimhín Kelleher,Liverpool,,2021,22,Liverpool,Premier League,1,180,90.0
Caoimhín Kelleher,Liverpool,,2022,23,Liverpool,Premier League,1,0,90.0
Arthur Melo,Liverpool,,2015,18,Grêmio,Série A,1,0,0.0
Arthur Melo,Liverpool,,2016,19,Grêmio,Série A,1,37,0.0
Arthur Melo,Liverpool,,2017,20,Grêmio,Série A,1,2179,0.0
Arthur Melo,Liverpool,,2018,21,Grêmio,Série A,1,598,0.0
Arthur Melo,Liverpool,,2018,21,Barcelona,La Liga,1,1430,0.0
Arthur Melo,Liverpool,,2019,22,Barcelona,La Liga,1,1182,0.0
Arthur Melo,Liverpool,,2020,23,Juventus,Serie A,1,1157,0.0
Arthur Melo,Liverpool,,2021,24,Juventus,Serie A,1,962,0.0
Arthur Melo,Liverpool,,2022,25,Liverpool,Premier League,1,0,0.0
Ederson,Manchester City,,2012,18,Rio Ave,Primeira Liga,1,180,1260.0
Ederson,Manchester City,,2013,19,Rio Ave,Primeira Liga,1,1596,1260.0
Ederson,Manchester City,,2014,20,Rio Ave,Primeira Liga,1,1530,1260.0
Ederson,Manchester City,,2015,21,Benfica,Primeira Liga,1,890,1260.0
Ederson,Manchester City,,2016,22,Benfica,Primeira Liga,1,2381,1260.0
Ederson,Manchester City,,2017,23,Manchester City,Premier League,1,3194,1260.0
Ederson,Manchester City,,2018,24,Manchester City,Premier League,1,3420,1260.0
Ederson,Manchester City,,2019,25,Manchester City,Premier League,1,3071,1260.0
Ederson,Manchester City,,2020,26,Manchester City,Premier League,1,3240,1260.0
Ederson,Manchester City,,2021,27,Manchester City,Premier League,1,3330,1260.0
Ederson,Manchester City,,2022,28,Manchester City,Premier League,1,1260,1260.0
João Cancelo,Manchester City,,2013,19,Benfica,Primeira Liga,1,64,1116.0
João Cancelo,Manchester City,,2014,20,Valencia,La Liga,1,525,1116.0
João Cancelo,Manchester City,,2015,21,Valencia,La Liga,1,2118,1116.0
João Cancelo,Manchester City,,2016,22,Valencia,La Liga,1,2428,1116.0
João Cancelo,Manchester City,,2017,23,Valencia,La Liga,1,90,1116.0
João Cancelo,Manchester City,,2017,23,Inter,Serie A,1,1851,1116.0
João Cancelo,Manchester City,,2018,24,Juventus,Serie A,1,1968,1116.0
João Cancelo,Manchester City,,2019,25,Manchester City,Premier League,1,1208,1116.0
João Cancelo,Manchester City,,2020,26,Manchester City,Premier League,1,2299,1116.0
João Cancelo,Manchester City,,2021,27,Manchester City,Premier League,1,3227,1116.0
João Cancelo,Manchester City,,2022,28,Manchester City,Premier League,1,1116,1116.0
Kevin De Bruyne,Manchester City,,2008,17,Genk,First Division,1,18,1131.0
Kevin De Bruyne,Manchester City,,2009,18,Genk,Pro League,1,1570,1131.0
Kevin De Bruyne,Manchester City,,2010,19,Genk,Pro League,1,2367,1131.0
Kevin De Bruyne,Manchester City,,2011,20,Genk,Pro League,1,2266,1131.0
Kevin De Bruyne,Manchester City,,2012,21,Werder Bremen,Bundesliga,1,2965,1131.0
Kevin De Bruyne,Manchester City,,2013,22,Chelsea,Premier League,1,131,1131.0
Kevin De Bruyne,Manchester City,,2013,22,Wolfsburg,Bundesliga,1,1413,1131.0
Kevin De Bruyne,Manchester City,,2014,23,Wolfsburg,Bundesliga,1,3047,1131.0
Kevin De Bruyne,Manchester City,,2015,24,Wolfsburg,Bundesliga,1,164,1131.0
Kevin De Bruyne,Manchester City,,2015,24,Manchester City,Premier League,1,2002,1131.0
Kevin De Bruyne,Manchester City,,2016,25,Manchester City,Premier League,1,2877,1131.0
Kevin De Bruyne,Manchester City,,2017,26,Manchester City,Premier League,1,3073,1131.0
Kevin De Bruyne,Manchester City,,2018,27,Manchester City,Premier League,1,975,1131.0
Kevin De Bruyne,Manchester City,,2019,28,Manchester City,Premier League,1,2791,1131.0
Kevin De Bruyne,Manchester City,,2020,29,Manchester City,Premier League,1,1997,1131.0
Kevin De Bruyne,Manchester City,,2021,30,Manchester City,Premier League,1,2201,1131.0
Kevin De Bruyne,Manchester City,,2022,31,Manchester City,Premier League,1,1131,1131.0
Rodri,Manchester City,,2015,19,Villarreal,La Liga,1,95,1122.0
Rodri,Manchester City,,2016,20,Villarreal,La Liga,1,849,1122.0
Rodri,Manchester City,,2017,21,Villarreal,La Liga,1,3227,1122.0
Rodri,Manchester City,,2018,22,Atlético Madrid,La Liga,1,2735,1122.0
Rodri,Manchester City,,2019,23,Manchester City,Premier League,1,2486,1122.0
Rodri,Manchester City,,2020,24,Manchester City,Premier League,1,2748,1122.0
Rodri,Manchester City,,2021,25,Manchester City,Premier League,1,2884,1122.0
Rodri,Manchester City,,2022,26,Manchester City,Premier League,1,1122,1122.0
Bernardo Silva,Manchester City,,2013,18,Benfica,Primeira Liga,1,11,1068.0
Bernardo Silva,Manchester City,,2014,19,Monaco,Ligue 1,1,2281,1068.0
Bernardo Silva,Manchester City,,2015,20,Monaco,Ligue 1,1,2239,1068.0
Bernardo Silva,Manchester City,,2016,21,Monaco,Ligue 1,1,2782,1068.0
Bernardo Silva,Manchester City,,2017,22,Manchester City,Premier League,1,1533,1068.0
Bernardo Silva,Manchester City,,2018,23,Manchester City,Premier League,1,2854,1068.0
Bernardo Silva,Manchester City,,2019,24,Manchester City,Premier League,1,2030,1068.0
Bernardo Silva,Manchester City,,2020,25,Manchester City,Premier League,1,2065,1068.0
Bernardo Silva,Manchester City,,2021,26,Manchester City,Premier League,1,2857,1068.0
Bernardo Silva,Manchester City,,2022,27,Manchester City,Premier League,1,1068,1068.0
Erling Haaland,Manchester City,,2017,16,Molde,Eliteserien,1,393,1037.0
Erling Haaland,Manchester City,,2018,17,Molde,Eliteserien,1,1596,1037.0
Erling Haaland,Manchester City,,2018,18,RB Salzburg,Bundesliga,1,83,1037.0
Erling Haaland,Manchester City,,2019,19,RB Salzburg,Bundesliga,1,980,1037.0
Erling Haaland,Manchester City,,2019,19,Dortmund,Bundesliga,1,1063,1037.0
Erling Haaland,Manchester City,,2020,20,Dortmund,Bundesliga,1,2407,1037.0
Erling Haaland,Manchester City,,2021,21,Dortmund,Bundesliga,1,1911,1037.0
Erling Haaland,Manchester City,,2022,22,Manchester City,Premier League,1,1037,1037.0
Phil Foden,Manchester City,,2017,17,Manchester City,Premier League,1,49,908.0
Phil Foden,Manchester City,,2018,18,Manchester City,Premier League,1,335,908.0
Phil Foden,Manchester City,,2019,19,Manchester City,Premier League,1,901,908.0
Phil Foden,Manchester City,,2020,20,Manchester City,Premier League,1,1616,908.0
Phil Foden,Manchester City,,2021,21,Manchester City,Premier League,1,2128,908.0
Phil Foden,Manchester City,,2022,22,Manchester City,Premier League,1,908,908.0
İlkay Gündoğan,Manchester City,,2008,17,Nürnberg,2. Bundesliga,2,29,891.0
İlkay Gündoğan,Manchester City,,2009,18,Nürnberg,Bundesliga,1,1608,891.0
İlkay Gündoğan,Manchester City,,2010,19,Nürnberg,Bundesliga,1,1819,891.0
İlkay Gündoğan,Manchester City,,2011,20,Dortmund,Bundesliga,1,1905,891.0
İlkay Gündoğan,Manchester City,,2012,21,Dortmund,Bundesliga,1,2115,891.0
İlkay Gündoğan,Manchester City,,2013,22,Dortmund,Bundesliga,1,56,891.0
İlkay Gündoğan,Manchester City,,2014,23,Dortmund,Bundesliga,1,1904,891.0
İlkay Gündoğan,Manchester City,,2015,24,Dortmund,Bundesliga,1,1989,891.0
İlkay Gündoğan,Manchester City,,2016,25,Manchester City,Premier League,1,704,891.0
İlkay Gündoğan,Manchester City,,2017,26,Manchester City,Premier League,1,1517,891.0
İlkay Gündoğan,Manchester City,,2018,27,Manchester City,Premier League,1,2137,891.0
İlkay Gündoğan,Manchester City,,2019,28,Manchester City,Premier League,1,2020,891.0
İlkay Gündoğan,Manchester City,,2020,29,Manchester City,Premier League,1,2029,891.0
İlkay Gündoğan,Manchester City,,2021,30,Manchester City,Premier League,1,1857,891.0
İlkay Gündoğan,Manchester City,,2022,31,Manchester City,Premier League,1,891,891.0
Rúben Dias,Manchester City,,2017,20,Benfica,Primeira Liga,1,2149,873.0
Rúben Dias,Manchester City,,2018,21,Benfica,Primeira Liga,1,2867,873.0
Rúben Dias,Manchester City,,2019,22,Benfica,Primeira Liga,1,2970,873.0
Rúben Dias,Manchester City,,2020,23,Benfica,Primeira Liga,1,180,873.0
Rúben Dias,Manchester City,,2020,23,Manchester City,Premier League,1,2843,873.0
Rúben Dias,Manchester City,,2021,24,Manchester City,Premier League,1,2402,873.0
Rúben Dias,Manchester City,,2022,25,Manchester City,Premier League,1,873,873.0
John Stones,Manchester City,,2011,17,Barnsley,Championship,2,55,731.0
John Stones,Manchester City,,2012,18,Barnsley,Championship,2,1757,731.0
John Stones,Manchester City,,2013,19,Everton,Premier League,1,1372,731.0
John Stones,Manchester City,,2014,20,Everton,Premier League,1,2043,731.0
John Stones,Manchester City,,2015,21,Everton,Premier League,1,2779,731.0
John Stones,Manchester City,,2016,22,Manchester City,Premier League,1,2014,731.0
John Stones,Manchester City,,2017,23,Manchester City,Premier League,1,1302,731.0
John Stones,Manchester City,,2018,24,Manchester City,Premier League,1,1764,731.0
John Stones,Manchester City,,2019,25,Manchester City,Premier League,1,1122,731.0
John Stones,Manchester City,,2020,26,Manchester City,Premier League,1,1933,731.0
John Stones,Manchester City,,2021,27,Manchester City,Premier League,1,1119,731.0
John Stones,Manchester City,,2022,28,Manchester City,Premier League,1,731,731.0
